image_path,source,breed_raw,annotation_path,is_corrupt,width,height,mode,aspect_ratio,file_hash,phash,breed_harmonized,resized_path,mean_brightness,mean_r,mean_g,mean_b,filesize_bytes,brightness_outlier,breed_group
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1298.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1298,False,480,333,RGB,1.4414414414414414,19a9b9ef2eef6a5ae8294e38aba2c444,9355571acb736b08,Chihuahua,./data/_resized_224\20.jpg,122.86962,133.611,122.699486,112.298386,34190,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_13151.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_13151,False,500,336,RGB,1.4880952380952381,d0590e6b00379417b38164d06bf31f4d,a6cc1993da16999b,Chihuahua,./data/_resized_224\21.jpg,91.23668,177.64342,78.789276,17.277351,14795,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1321.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1321,False,500,333,RGB,1.5015015015015014,48c9c13f83eacc55615bb4ed714e23ce,ced031ceb1318eea,Chihuahua,./data/_resized_224\22.jpg,77.246925,62.78142,118.24005,50.71931,46850,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_13383.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_13383,False,493,500,RGB,0.986,916e9bb76ab18d1ba8b07306da8f0b17,9ea6aecbc7c18099,Chihuahua,./data/_resized_224\23.jpg,73.16887,84.218285,65.65939,69.628914,37708,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1346.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1346,False,450,320,RGB,1.40625,959acda342c05c8db179dc371e5e2fcf,953066263f4f9699,Chihuahua,./data/_resized_224\24.jpg,129.48083,143.58066,131.32016,113.54168,18515,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_13964.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_13964,False,375,500,RGB,0.75,3ee2dde40c65dcc00f941fe3db5bff37,dab9656591896a6c,Chihuahua,./data/_resized_224\25.jpg,90.084526,89.31159,90.90609,90.035904,32271,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_14252.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_14252,False,448,336,RGB,1.3333333333333333,d3ba9c9f2ebd1adccfcf1b81142cef43,a17a9e4c2d339b49,Chihuahua,./data/_resized_224\26.jpg,148.4226,154.06343,141.61752,149.58687,20961,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_14413.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_14413,False,640,853,RGB,0.7502930832356389,ca0811ed89ac2dfacc62ed0409900d19,e590cc9b9b92666c,Chihuahua,./data/_resized_224\27.jpg,122.697266,135.13837,130.86049,102.09291,47406,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_14516.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_14516,False,640,480,RGB,1.3333333333333333,77dc2d7b62899269b0e6b15a2b24cb20,c43e33c71f603693,Chihuahua,./data/_resized_224\28.jpg,82.03485,81.92079,94.05552,70.12826,59378,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1455.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1455,False,333,500,RGB,0.666,404d63185d58f268b476774ba656dec6,aa6699a3255b2a37,Chihuahua,./data/_resized_224\29.jpg,68.9498,78.592415,68.85918,59.397816,16743,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1492.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1492,False,500,333,RGB,1.5015015015015014,26e13dbfbc694dcbb226cc6ab0226b71,a3df42e9e4b2198c,Chihuahua,./data/_resized_224\30.jpg,104.91185,103.15825,111.490616,100.08667,29399,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1502.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1502,False,500,333,RGB,1.5015015015015014,42c231fd588097cb73ab877237f53b14,f9180665ba64da3b,Chihuahua,./data/_resized_224\31.jpg,136.21275,155.11037,133.63094,119.89696,23593,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1558.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1558,False,366,500,RGB,0.732,b279a3fb9e5aa3e0dc377dc998447b52,97714e86661f1959,Chihuahua,./data/_resized_224\32.jpg,97.03475,100.2365,96.82282,94.04494,31477,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1569.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1569,False,278,274,RGB,1.0145985401459854,d7c8b7e9392a1cdce680ce3c51246ff6,8563781de36ece03,Chihuahua,./data/_resized_224\33.jpg,131.26596,147.0589,134.2405,112.49847,12256,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1617.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1617,False,357,238,RGB,1.5,9431944446a174cf6b4891753d1e6912,88d74717b03a3976,Chihuahua,./data/_resized_224\34.jpg,153.43857,176.50821,150.86424,132.94324,14872,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1620.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1620,False,500,375,RGB,1.3333333333333333,7f444a53c202a9cf10bf1a065177a08b,843b6ae40dcd7ac9,Chihuahua,./data/_resized_224\35.jpg,83.075096,86.57093,83.90037,78.753975,25682,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1765.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1765,False,391,500,RGB,0.782,74a49d8359d2057763f53b701f279435,e41e9ec933364d4c,Chihuahua,./data/_resized_224\36.jpg,153.3112,161.45677,151.9149,146.56192,33509,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1816.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1816,False,500,375,RGB,1.3333333333333333,aa2482c397254d6589ad1a0c43e61f00,d94be43a2d951ec1,Chihuahua,./data/_resized_224\37.jpg,108.99359,130.55542,108.92177,87.503586,28925,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1862.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1862,False,375,500,RGB,0.75,a1ee3b24770d5c5e47019f42e77714e0,c8d8b91e07466767,Chihuahua,./data/_resized_224\38.jpg,74.26941,90.04006,71.16361,61.60455,32553,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1916.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1916,False,500,495,RGB,1.0101010101010102,d58d96b248968cebb9c26cdfd5836a41,bf914227e893245f,Chihuahua,./data/_resized_224\39.jpg,106.69308,118.20352,108.615295,93.2604,48115,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_199.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_199,False,300,430,RGB,0.6976744186046512,7df8d82f4c71ebd8c29746794ca023a6,df2da846887317e4,Chihuahua,./data/_resized_224\40.jpg,157.3153,187.17029,164.35175,120.42384,20679,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2053.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2053,False,500,375,RGB,1.3333333333333333,9edd79130ba060d548c68a37fe09e56f,d88b1e87e18c437d,Chihuahua,./data/_resized_224\41.jpg,112.20243,119.7475,113.550674,103.30912,43672,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2188.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2188,False,375,500,RGB,0.75,14f8dc2b00a782f27f0ce0fd8b1cedb5,fac9d24172b4ad4a,Chihuahua,./data/_resized_224\42.jpg,96.652725,134.46266,84.455635,71.03989,21642,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2204.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2204,False,500,337,RGB,1.4836795252225519,ec7b3aa46280ffd587205b6ae198cf5c,d33a6c84e3cd39c1,Chihuahua,./data/_resized_224\43.jpg,103.714836,99.541695,109.4692,102.133606,20738,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2208.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2208,False,500,375,RGB,1.3333333333333333,03054f8304e9cdc59ef8cb623d071782,cca673b086af304f,Chihuahua,./data/_resized_224\44.jpg,131.42654,131.66003,162.27878,100.34084,61518,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_242.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_242,False,400,500,RGB,0.8,fb58cd29407a3540a09eb6ae5ff81740,b0070d3c92e5fc9b,Chihuahua,./data/_resized_224\45.jpg,123.59925,140.61862,123.72614,106.45296,51221,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2479.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2479,False,330,251,RGB,1.3147410358565736,fa9d54cddfe34c14ab88b6edb8b76cd3,9e236cb05e8d6c17,Chihuahua,./data/_resized_224\46.jpg,153.57559,179.54742,153.37595,127.80343,30509,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2507.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2507,False,500,375,RGB,1.3333333333333333,58e2208533b392354ee93c1d2e7963a7,85076371d8583d3f,Chihuahua,./data/_resized_224\47.jpg,134.85785,133.7126,135.38298,135.47795,51374,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2517.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2517,False,500,375,RGB,1.3333333333333333,e5411e2bf2c4f52fc91549d56fd520e7,f167191a4674e5a5,Chihuahua,./data/_resized_224\48.jpg,152.62352,181.57442,151.18916,125.10696,19749,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2590.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2590,False,448,336,RGB,1.3333333333333333,100dd32f0e0c3d76146a674eadb86b97,e3981c4f1f7bf400,Chihuahua,./data/_resized_224\49.jpg,77.60323,89.78788,76.912605,66.10922,35973,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2614.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2614,False,500,375,RGB,1.3333333333333333,0777bb67cf06dccaadc2a622ffcdff07,b836e7cdc8620e27,Chihuahua,./data/_resized_224\50.jpg,138.45294,148.93388,136.82617,129.59872,26859,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2650.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2650,False,500,333,RGB,1.5015015015015014,480c10cb6218fcb60acd330a106d94a3,a10f17567ba4253e,Chihuahua,./data/_resized_224\51.jpg,127.15894,152.59645,123.98537,104.89501,27159,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2693.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2693,False,500,500,RGB,1.0,e126397c5a65d8bf6660d58f915c0029,b32d6c242169cdbd,Chihuahua,./data/_resized_224\52.jpg,120.06843,118.95744,149.0926,92.155235,54384,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2706.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2706,False,320,240,RGB,1.3333333333333333,f3af65fd82a9a996d0225faaae00b60f,cc663339dc64cc33,Chihuahua,./data/_resized_224\53.jpg,109.901634,129.29057,118.63746,81.77688,14157,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_275.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_275,False,500,333,RGB,1.5015015015015014,37125a1bd57040e21e62d9addab23b10,97c85f7066491d53,Chihuahua,./data/_resized_224\54.jpg,78.28811,54.587032,142.7267,37.550594,58704,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2793.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2793,False,352,288,RGB,1.2222222222222223,bd090306e6a9295300071ae830b9bcc4,a92323e33cbb8ab1,Chihuahua,./data/_resized_224\55.jpg,120.798584,119.31333,117.69601,125.38641,15965,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2815.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2815,False,500,600,RGB,0.8333333333333334,0d362ed7548e7c25ccc2d769d7c38837,9b4b66676171b1b0,Chihuahua,./data/_resized_224\56.jpg,98.51234,118.9658,94.671165,81.900055,33547,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2887.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2887,False,345,360,RGB,0.9583333333333334,dd8fd3ace99fe3e8ca6ca27ff71a49a0,b861c39e9c31e7c1,Chihuahua,./data/_resized_224\57.jpg,168.12169,180.73224,170.00662,153.62622,15005,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2903.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2903,False,500,333,RGB,1.5015015015015014,0700edbea036903055feb27b90671040,eaa69d33e1133632,Chihuahua,./data/_resized_224\58.jpg,95.13719,90.617065,94.22634,100.56818,20295,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2921.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2921,False,250,238,RGB,1.050420168067227,0ae6059aed7c40054610583cce319045,bdcec2c0c733383c,Chihuahua,./data/_resized_224\59.jpg,169.22107,195.22813,156.40627,156.02878,8689,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2937.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2937,False,360,273,RGB,1.3186813186813187,19ab37bd43a48d6830f6bce04bcd8ae5,c89b26cc39e6e632,Chihuahua,./data/_resized_224\60.jpg,129.70576,137.11516,125.82118,126.180954,13482,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2973.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2973,False,375,500,RGB,0.75,d967a82a1da4b206b0e546c8f321acf6,e5141ccb96725b35,Chihuahua,./data/_resized_224\61.jpg,137.65038,158.1924,126.028114,128.7306,11749,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_2981.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_2981,False,600,607,RGB,0.9884678747940692,e1502c585fde414a2c38a0e0994710d0,b427a6251d3c3e3a,Chihuahua,./data/_resized_224\62.jpg,139.52632,171.9495,135.05206,111.5774,40031,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_3006.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_3006,False,369,500,RGB,0.738,f4de6958cca841aa37055b4aaef55684,c2452546ba7b1b97,Chihuahua,./data/_resized_224\63.jpg,143.58994,142.47772,144.35918,143.93294,36325,False,other
